"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Trial.Type","JOL.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
199,"5ead4b9d7ea9de012323aa7a",3,"Control A","VEHICLE","charm","Study1","U","JOL",2912,"15",3648,"get",0,"charm",0
200,"5ead4b9d7ea9de012323aa7a",3,"Control A","WARN","sea","Study1","U","JOL",2141,"50",3736,"",0,"sea",0
201,"5ead4b9d7ea9de012323aa7a",3,"Control A","ACCIDENT","strong","Study2","U","JOL",2529,NA,2787,"morale",16.666666666667,"strong",0
202,"5ead4b9d7ea9de012323aa7a",3,"Control A","ADD","valley","Study2","U","JOL",805,"50",2500,"to",0,"valley",0
203,"5ead4b9d7ea9de012323aa7a",3,"Control A","BELT","soon","Study2","U","JOL",2228,"40",2667,"whip",0,"soon",0
204,"5ead4b9d7ea9de012323aa7a",3,"Control A","BRONZE","artery","Study2","U","JOL",2811,"50",3841,"sword",18.181818181818,"artery",0
205,"5ead4b9d7ea9de012323aa7a",3,"Control A","Business","death","Study2","U","JOL",1395,"80",4634,"smoke",20,"death",0
206,"5ead4b9d7ea9de012323aa7a",3,"Control A","CAR","happy","Study2","U","JOL",2167,"10",1718,"man",25,"happy",0
207,"5ead4b9d7ea9de012323aa7a",3,"Control A","DESIRE","noise","Study2","U","JOL",1441,"70",3142,"noise",100,"noise",1
208,"5ead4b9d7ea9de012323aa7a",3,"Control A","DETECT","free","Study2","U","JOL",1112,"70",2284,"noise",22.222222222222,"free",0
209,"5ead4b9d7ea9de012323aa7a",3,"Control A","FLOAT","harmony","Study2","U","JOL",1081,NA,5791,"man",40,"harmony",0
210,"5ead4b9d7ea9de012323aa7a",3,"Control A","FLOOR","discover","Study2","U","JOL",1071,"40",3180,"difficult",35.294117647059,"discover",0
211,"5ead4b9d7ea9de012323aa7a",3,"Control A","GUARD","wheel","Study2","U","JOL",1210,"20",3977,"wheels",90.909090909091,"wheel",1
212,"5ead4b9d7ea9de012323aa7a",3,"Control A","HAND","fix","Study2","U","JOL",2970,"20",2647,"fix",100,"fix",1
213,"5ead4b9d7ea9de012323aa7a",3,"Control A","HAND","fix","Study2","U","JOL",1683,"40",1694,"fix",100,"fix",1
214,"5ead4b9d7ea9de012323aa7a",3,"Control A","HUNGRY","park","Study2","U","JOL",1659,"0",3147,"desire",20,"park",0
215,"5ead4b9d7ea9de012323aa7a",3,"Control A","JELLY","naughty","Study2","U","JOL",1146,"50",3153,"king",36.363636363636,"naughty",0
216,"5ead4b9d7ea9de012323aa7a",3,"Control A","LAKE","opinion","Study2","U","JOL",2275,"0",3884,"opinion",100,"opinion",1
217,"5ead4b9d7ea9de012323aa7a",3,"Control A","LION","art","Study2","U","JOL",1579,"0",2874,"just",28.571428571429,"art",0
218,"5ead4b9d7ea9de012323aa7a",3,"Control A","MUTE","wave","Study2","U","JOL",811,"70",2126,"deaf",25,"wave",0
219,"5ead4b9d7ea9de012323aa7a",3,"Control A","NULL","cough","Study2","U","JOL",1418,"0",4484,"notch",40,"cough",0
220,"5ead4b9d7ea9de012323aa7a",3,"Control A","POSITION","machine","Study2","U","JOL",2469,"90",3073,"move",36.363636363636,"machine",0
221,"5ead4b9d7ea9de012323aa7a",3,"Control A","PUFF","number","Study2","U","JOL",1476,"70",2534,"crack",18.181818181818,"number",0
222,"5ead4b9d7ea9de012323aa7a",3,"Control A","PUT","roll","Study2","U","JOL",3771,"90",1899,"f",0,"roll",0
223,"5ead4b9d7ea9de012323aa7a",3,"Control A","READY","corn","Study2","U","JOL",2292,"30",3915,"player",20,"corn",0
224,"5ead4b9d7ea9de012323aa7a",3,"Control A","RIDDLE","sugar","Study2","U","JOL",2555,"49",2626,"taste",20,"sugar",0
225,"5ead4b9d7ea9de012323aa7a",3,"Control A","ROAD","scent","Study2","U","JOL",22054,"0",4839,"tremor",18.181818181818,"scent",0
226,"5ead4b9d7ea9de012323aa7a",3,"Control A","SACKING","dietary","Study2","U","JOL",1561,"70",5405,"rome",18.181818181818,"dietary",0
227,"5ead4b9d7ea9de012323aa7a",3,"Control A","SICK","hide","Study2","U","JOL",1190,"30",2335,"hide",100,"hide",1
228,"5ead4b9d7ea9de012323aa7a",3,"Control A","SIGHT","debate","Study2","U","JOL",1482,"40",3367,"kill",0,"debate",0
229,"5ead4b9d7ea9de012323aa7a",3,"Control A","SLIM","know","Study2","U","JOL",884,"60",2941,"noodle",40,"know",0
230,"5ead4b9d7ea9de012323aa7a",3,"Control A","SMOOTH","omit","Study2","U","JOL",938,"50",2282,"bum",28.571428571429,"omit",0
231,"5ead4b9d7ea9de012323aa7a",3,"Control A","SPELL","bone","Study2","U","JOL",1766,"20",4159,"yard",0,"bone",0
232,"5ead4b9d7ea9de012323aa7a",3,"Control A","STOMACH","town","Study2","U","JOL",1696,"4",4070,"pastry",20,"town",0
233,"5ead4b9d7ea9de012323aa7a",3,"Control A","SWING","fog","Study2","U","JOL",1547,"69",1997,"vote",28.571428571429,"fog",0
234,"5ead4b9d7ea9de012323aa7a",3,"Control A","SYSTEM","lick","Study2","U","JOL",2137,"10",5125,"king",25,"lick",0
235,"5ead4b9d7ea9de012323aa7a",3,"Control A","TUCK","allow","Study2","U","JOL",1865,"1",2532,"hidden",0,"allow",0
236,"5ead4b9d7ea9de012323aa7a",3,"Control A","VASE","king","Study2","U","JOL",3199,"0",1820,"king",100,"king",1
237,"5ead4b9d7ea9de012323aa7a",3,"Control A","WASTE","sedate","Study2","U","JOL",943,"50",3350,"dinner",33.333333333333,"sedate",0
238,"5ead4b9d7ea9de012323aa7a",3,"Control A","WOMAN","lift","Study2","U","JOL",1226,"0",3520,"latch",44.444444444444,"lift",0
239,"5ead4b9d7ea9de012323aa7a",3,"Control A","WOULD","cash","Study2","U","JOL",1250,"5",2066,"",0,"cash",0
240,"5ead4b9d7ea9de012323aa7a",3,"Control A","ZOO","thumb","Study2","U","JOL",2697,"40",3181,"animal",18.181818181818,"thumb",0
241,"5f3ab08d20bd47131cf856f6",3,"Control A","BAT","shaky","Study1","U","JOL",16001,"0",3722,"",0,"shaky",0
242,"5f3ab08d20bd47131cf856f6",3,"Control A","BOTH","ounce","Study1","U","JOL",2332,"0",4029,"",0,"ounce",0
243,"5f3ab08d20bd47131cf856f6",3,"Control A","BROAD","infect","Study1","U","JOL",67397,"0",1190,"",0,"infect",0
244,"5f3ab08d20bd47131cf856f6",3,"Control A","CAKE","clothes","Study1","U","JOL",3416,"20",2306,"",0,"clothes",0
245,"5f3ab08d20bd47131cf856f6",3,"Control A","CRACKLE","able","Study1","U","JOL",6161,"0",6389,"able",100,"able",1
246,"5f3ab08d20bd47131cf856f6",3,"Control A","CRAYON","rate","Study1","U","JOL",3396,"5",1306,"",0,"rate",0
247,"5f3ab08d20bd47131cf856f6",3,"Control A","DEGREE","chair","Study1","U","JOL",3274,"0",12166,"",0,"chair",0
248,"5f3ab08d20bd47131cf856f6",3,"Control A","DIFFICULT","poor","Study1","U","JOL",3261,"20",2945,"",0,"poor",0
249,"5f3ab08d20bd47131cf856f6",3,"Control A","DIZZY","sweater","Study1","U","JOL",14141,"5",2562,"",0,"sweater",0
250,"5f3ab08d20bd47131cf856f6",3,"Control A","DONKEY","lush","Study1","U","JOL",4539,"0",3024,"",0,"lush",0
251,"5f3ab08d20bd47131cf856f6",3,"Control A","FUTURE","sincere","Study1","U","JOL",6943,"15",3594,"",0,"sincere",0
252,"5f3ab08d20bd47131cf856f6",3,"Control A","FUZZY","bang","Study1","U","JOL",2130,"0",1594,"",0,"bang",0
253,"5f3ab08d20bd47131cf856f6",3,"Control A","GIVE","steak","Study1","U","JOL",2273,"0",1420,"",0,"steak",0
254,"5f3ab08d20bd47131cf856f6",3,"Control A","GRIND","stand","Study1","U","JOL",4727,"10",4050,"",0,"stand",0
255,"5f3ab08d20bd47131cf856f6",3,"Control A","INFLATE","disgust","Study1","U","JOL",3227,"0",1707,"",0,"disgust",0
256,"5f3ab08d20bd47131cf856f6",3,"Control A","JUSTICE","maroon","Study1","U","JOL",1939,"0",1259,"",0,"maroon",0
257,"5f3ab08d20bd47131cf856f6",3,"Control A","KEYS","joke","Study1","U","JOL",4387,"10",994,"",0,"joke",0
258,"5f3ab08d20bd47131cf856f6",3,"Control A","LEASE","toil","Study1","U","JOL",2515,"0",1027,"",0,"toil",0
259,"5f3ab08d20bd47131cf856f6",3,"Control A","LISTEN","fiction","Study1","U","JOL",3793,"20",1800,"",0,"fiction",0
260,"5f3ab08d20bd47131cf856f6",3,"Control A","LOAN","sign","Study1","U","JOL",3083,"0",1300,"",0,"sign",0
261,"5f3ab08d20bd47131cf856f6",3,"Control A","MAIN","scar","Study1","U","JOL",5976,"0",2318,"",0,"scar",0
262,"5f3ab08d20bd47131cf856f6",3,"Control A","MAZE","election","Study1","U","JOL",6588,"0",1153,"",0,"election",0
263,"5f3ab08d20bd47131cf856f6",3,"Control A","MEAT","obtain","Study1","U","JOL",1513,"0",1298,"",0,"obtain",0
264,"5f3ab08d20bd47131cf856f6",3,"Control A","MIRROR","children","Study1","U","JOL",3582,"10",7275,"",0,"children",0
265,"5f3ab08d20bd47131cf856f6",3,"Control A","MOAT","clear","Study1","U","JOL",4955,"0",3941,"",0,"clear",0
266,"5f3ab08d20bd47131cf856f6",3,"Control A","NAME","hate","Study1","U","JOL",1960,"0",4834,"hate",100,"hate",1
267,"5f3ab08d20bd47131cf856f6",3,"Control A","NUMBER","hard","Study1","U","JOL",2851,"30",3769,"",0,"hard",0
268,"5f3ab08d20bd47131cf856f6",3,"Control A","PARCEL","throat","Study1","U","JOL",2169,"0",1462,"",0,"throat",0
269,"5f3ab08d20bd47131cf856f6",3,"Control A","PET","moon","Study1","U","JOL",2884,"3",2196,"",0,"moon",0
270,"5f3ab08d20bd47131cf856f6",3,"Control A","RESIST","glue","Study1","U","JOL",8901,"10",1245,"",0,"glue",0
271,"5f3ab08d20bd47131cf856f6",3,"Control A","RIPE","verify","Study1","U","JOL",5067,"10",1001,"",0,"verify",0
272,"5f3ab08d20bd47131cf856f6",3,"Control A","ROSE","neglect","Study1","U","JOL",2728,"0",1750,"",0,"neglect",0
273,"5f3ab08d20bd47131cf856f6",3,"Control A","SHELL","shake","Study1","U","JOL",4218,"10",4981,"shock",60,"shake",0
274,"5f3ab08d20bd47131cf856f6",3,"Control A","STRESS","yam","Study1","U","JOL",3296,"0",1722,"",0,"yam",0
275,"5f3ab08d20bd47131cf856f6",3,"Control A","STRETCH","cloth","Study1","U","JOL",3874,"2",2767,"",0,"cloth",0
276,"5f3ab08d20bd47131cf856f6",3,"Control A","TAX","owl","Study1","U","JOL",5044,"10",2529,"",0,"owl",0
277,"5f3ab08d20bd47131cf856f6",3,"Control A","TEMPERATURE","morning","Study1","U","JOL",3243,"30",4439,"morning",100,"morning",1
278,"5f3ab08d20bd47131cf856f6",3,"Control A","THICK","contest","Study1","U","JOL",3429,"10",2456,"",0,"contest",0
279,"5f3ab08d20bd47131cf856f6",3,"Control A","VEHICLE","charm","Study1","U","JOL",3005,"5",1075,"",0,"charm",0
280,"5f3ab08d20bd47131cf856f6",3,"Control A","WARN","sea","Study1","U","JOL",4149,"10",1707,"",0,"sea",0
281,"5f3ab08d20bd47131cf856f6",3,"Control A","ACCIDENT","strong","Study2","U","JOL",2523,"0",1112,"",0,"strong",0
282,"5f3ab08d20bd47131cf856f6",3,"Control A","ADD","valley","Study2","U","JOL",1480,"0",1574,"",0,"valley",0
283,"5f3ab08d20bd47131cf856f6",3,"Control A","BELT","soon","Study2","U","JOL",2317,"0",789,"",0,"soon",0
284,"5f3ab08d20bd47131cf856f6",3,"Control A","BRONZE","artery","Study2","U","JOL",5290,"0",2662,"",0,"artery",0
285,"5f3ab08d20bd47131cf856f6",3,"Control A","Business","death","Study2","U","JOL",7903,"30",2027,"",0,"death",0
286,"5f3ab08d20bd47131cf856f6",3,"Control A","CAR","happy","Study2","U","JOL",1380,"0",1562,"",0,"happy",0
287,"5f3ab08d20bd47131cf856f6",3,"Control A","CLUTTER","pusher","Study2","U","JOL",3160,"2",696,"",0,"pusher",0
288,"5f3ab08d20bd47131cf856f6",3,"Control A","CLUTTER","pusher","Study2","U","JOL",3103,"2",1910,"",0,"pusher",0
289,"5f3ab08d20bd47131cf856f6",3,"Control A","DESIRE","noise","Study2","U","JOL",3874,"0",4572,"sign",22.222222222222,"noise",0
290,"5f3ab08d20bd47131cf856f6",3,"Control A","DETECT","free","Study2","U","JOL",2416,"0",6406,"",0,"free",0
291,"5f3ab08d20bd47131cf856f6",3,"Control A","FLOAT","harmony","Study2","U","JOL",1738,NA,4758,"boat",18.181818181818,"harmony",0
292,"5f3ab08d20bd47131cf856f6",3,"Control A","GUARD","wheel","Study2","U","JOL",2505,"0",1462,"",0,"wheel",0
293,"5f3ab08d20bd47131cf856f6",3,"Control A","HAND","fix","Study2","U","JOL",5235,"0",1164,"",0,"fix",0
294,"5f3ab08d20bd47131cf856f6",3,"Control A","HUNGRY","park","Study2","U","JOL",2906,"10",1108,"",0,"park",0
295,"5f3ab08d20bd47131cf856f6",3,"Control A","JELLY","naughty","Study2","U","JOL",295,NA,1135,"",0,"naughty",0
296,"5f3ab08d20bd47131cf856f6",3,"Control A","LAKE","opinion","Study2","U","JOL",2700,"0",943,"",0,"opinion",0
297,"5f3ab08d20bd47131cf856f6",3,"Control A","LION","art","Study2","U","JOL",2161,"0",838,"",0,"art",0
298,"5f3ab08d20bd47131cf856f6",3,"Control A","MUTE","wave","Study2","U","JOL",1800,"0",1367,"",0,"wave",0
299,"5f3ab08d20bd47131cf856f6",3,"Control A","NULL","cough","Study2","U","JOL",2643,"0",7654,"",0,"cough",0
300,"5f3ab08d20bd47131cf856f6",3,"Control A","POSITION","machine","Study2","U","JOL",2391,"20",1512,"",0,"machine",0
301,"5f3ab08d20bd47131cf856f6",3,"Control A","PUFF","number","Study2","U","JOL",39380,"0",1071,"",0,"number",0
302,"5f3ab08d20bd47131cf856f6",3,"Control A","PUT","roll","Study2","U","JOL",10664,NA,12445,"",0,"roll",0
303,"5f3ab08d20bd47131cf856f6",3,"Control A","READY","corn","Study2","U","JOL",5538,"15",833,"",0,"corn",0
304,"5f3ab08d20bd47131cf856f6",3,"Control A","RIDDLE","sugar","Study2","U","JOL",2157,"0",1093,"",0,"sugar",0
305,"5f3ab08d20bd47131cf856f6",3,"Control A","ROAD","scent","Study2","U","JOL",5600,"20",3926,"",0,"scent",0
306,"5f3ab08d20bd47131cf856f6",3,"Control A","SACKING","dietary","Study2","U","JOL",4354,"0",819,"",0,"dietary",0
307,"5f3ab08d20bd47131cf856f6",3,"Control A","SICK","hide","Study2","U","JOL",2070,"10",2516,"",0,"hide",0
308,"5f3ab08d20bd47131cf856f6",3,"Control A","SIGHT","debate","Study2","U","JOL",1325,"0",996,"",0,"debate",0
309,"5f3ab08d20bd47131cf856f6",3,"Control A","SLIM","know","Study2","U","JOL",1879,"1",2490,"",0,"know",0
310,"5f3ab08d20bd47131cf856f6",3,"Control A","SMOOTH","omit","Study2","U","JOL",8774,"5",8338,"",0,"omit",0
311,"5f3ab08d20bd47131cf856f6",3,"Control A","SPELL","bone","Study2","U","JOL",1312,NA,881,"",0,"bone",0
312,"5f3ab08d20bd47131cf856f6",3,"Control A","STOMACH","town","Study2","U","JOL",1677,"0",1989,"",0,"town",0
313,"5f3ab08d20bd47131cf856f6",3,"Control A","SWING","fog","Study2","U","JOL",2103,"0",17409,"fog",100,"fog",1
314,"5f3ab08d20bd47131cf856f6",3,"Control A","SYSTEM","lick","Study2","U","JOL",3250,"10",2679,"",0,"lick",0
315,"5f3ab08d20bd47131cf856f6",3,"Control A","TUCK","allow","Study2","U","JOL",2691,"0",1060,"",0,"allow",0
316,"5f3ab08d20bd47131cf856f6",3,"Control A","VASE","king","Study2","U","JOL",2608,"10",4055,"head",0,"king",0
317,"5f3ab08d20bd47131cf856f6",3,"Control A","WASTE","sedate","Study2","U","JOL",1943,"10",1519,"",0,"sedate",0
318,"5f3ab08d20bd47131cf856f6",3,"Control A","WOMAN","lift","Study2","U","JOL",1801,"10",2491,"lift",100,"lift",1
319,"5f3ab08d20bd47131cf856f6",3,"Control A","WOULD","cash","Study2","U","JOL",2787,"0",717,"",0,"cash",0
320,"5f3ab08d20bd47131cf856f6",3,"Control A","ZOO","thumb","Study2","U","JOL",2139,"0",2035,"",0,"thumb",0
321,"5f5714975783961908276de3",3,"Control A","BAT","shaky","Study1","U","JOL",4383,"30",3086,"",0,"shaky",0
322,"5f5714975783961908276de3",3,"Control A","BOTH","ounce","Study1","U","JOL",3781,"10",2076,"",0,"ounce",0
323,"5f5714975783961908276de3",3,"Control A","BROAD","infect","Study1","U","JOL",3821,"10",2432,"",0,"infect",0
324,"5f5714975783961908276de3",3,"Control A","CAKE","clothes","Study1","U","JOL",6166,"30",1782,"",0,"clothes",0
325,"5f5714975783961908276de3",3,"Control A","CRACKLE","able","Study1","U","JOL",4605,"5",1645,"",0,"able",0
326,"5f5714975783961908276de3",3,"Control A","CRAYON","rate","Study1","U","JOL",5303,"40",9297,"rate",100,"rate",1
327,"5f5714975783961908276de3",3,"Control A","DEGREE","chair","Study1","U","JOL",4656,"15",6676,"",0,"chair",0
328,"5f5714975783961908276de3",3,"Control A","DIFFICULT","poor","Study1","U","JOL",3654,"40",3691,"number",20,"poor",0
329,"5f5714975783961908276de3",3,"Control A","DIZZY","sweater","Study1","U","JOL",3125,"10",6854,"",0,"sweater",0
330,"5f5714975783961908276de3",3,"Control A","DONKEY","lush","Study1","U","JOL",4122,"20",2340,"",0,"lush",0
331,"5f5714975783961908276de3",3,"Control A","FUTURE","sincere","Study1","U","JOL",6007,"40",2312,"",0,"sincere",0
332,"5f5714975783961908276de3",3,"Control A","FUZZY","bang","Study1","U","JOL",5194,"20",1471,"",0,"bang",0
333,"5f5714975783961908276de3",3,"Control A","GIVE","steak","Study1","U","JOL",3957,"20",6861,"meat",44.444444444444,"steak",0
334,"5f5714975783961908276de3",3,"Control A","GRIND","stand","Study1","U","JOL",3541,"5",2017,"",0,"stand",0
335,"5f5714975783961908276de3",3,"Control A","INFLATE","disgust","Study1","U","JOL",6888,"10",7519,"",0,"disgust",0
336,"5f5714975783961908276de3",3,"Control A","JUSTICE","maroon","Study1","U","JOL",4924,"30",1446,"",0,"maroon",0
337,"5f5714975783961908276de3",3,"Control A","KEYS","joke","Study1","U","JOL",4787,"30",1463,"",0,"joke",0
338,"5f5714975783961908276de3",3,"Control A","LEASE","toil","Study1","U","JOL",4763,"1",5900,"toil",100,"toil",1
339,"5f5714975783961908276de3",3,"Control A","LISTEN","fiction","Study1","U","JOL",4042,"40",2054,"",0,"fiction",0
340,"5f5714975783961908276de3",3,"Control A","LOAN","sign","Study1","U","JOL",2898,"10",5932,"toil",25,"sign",0
341,"5f5714975783961908276de3",3,"Control A","MAIN","scar","Study1","U","JOL",4225,"5",2025,"",0,"scar",0
342,"5f5714975783961908276de3",3,"Control A","MAZE","election","Study1","U","JOL",4384,"40",2924,"",0,"election",0
343,"5f5714975783961908276de3",3,"Control A","MEAT","obtain","Study1","U","JOL",5344,"10",3797,"give",20,"obtain",0
344,"5f5714975783961908276de3",3,"Control A","MIRROR","children","Study1","U","JOL",3943,"40",4486,"children",100,"children",1
345,"5f5714975783961908276de3",3,"Control A","MOAT","clear","Study1","U","JOL",3345,"30",3055,"clear",100,"clear",1
346,"5f5714975783961908276de3",3,"Control A","NAME","hate","Study1","U","JOL",5201,"30",3136,"",0,"hate",0
347,"5f5714975783961908276de3",3,"Control A","NUMBER","hard","Study1","U","JOL",6796,"60",8774,"hard",100,"hard",1
348,"5f5714975783961908276de3",3,"Control A","PARCEL","throat","Study1","U","JOL",5996,"5",1867,"",0,"throat",0
349,"5f5714975783961908276de3",3,"Control A","PET","moon","Study1","U","JOL",5408,"5",1820,"",0,"moon",0
350,"5f5714975783961908276de3",3,"Control A","RESIST","glue","Study1","U","JOL",5605,"50",7113,"",0,"glue",0
351,"5f5714975783961908276de3",3,"Control A","RIPE","verify","Study1","U","JOL",5412,"5",1261,"",0,"verify",0
352,"5f5714975783961908276de3",3,"Control A","ROSE","neglect","Study1","U","JOL",3833,"5",2502,"",0,"neglect",0
353,"5f5714975783961908276de3",3,"Control A","SHELL","shake","Study1","U","JOL",4594,"5",4470,"shake",100,"shake",1
354,"5f5714975783961908276de3",3,"Control A","STRESS","yam","Study1","U","JOL",4925,"10",1536,"",0,"yam",0
355,"5f5714975783961908276de3",3,"Control A","STRETCH","cloth","Study1","U","JOL",3978,"50",2032,"",0,"cloth",0
356,"5f5714975783961908276de3",3,"Control A","TAX","owl","Study1","U","JOL",4115,"10",2992,"",0,"owl",0
357,"5f5714975783961908276de3",3,"Control A","TEMPERATURE","morning","Study1","U","JOL",3740,"50",6602,"morning",100,"morning",1
358,"5f5714975783961908276de3",3,"Control A","THICK","contest","Study1","U","JOL",3941,"10",1856,"",0,"contest",0
359,"5f5714975783961908276de3",3,"Control A","VEHICLE","charm","Study1","U","JOL",3314,"40",1875,"",0,"charm",0
360,"5f5714975783961908276de3",3,"Control A","WARN","sea","Study1","U","JOL",4023,"5",2867,"",0,"sea",0
361,"5f5714975783961908276de3",3,"Control A","ACCIDENT","strong","Study2","U","JOL",5173,"10",1818,"",0,"strong",0
362,"5f5714975783961908276de3",3,"Control A","ADD","valley","Study2","U","JOL",2791,"1",1908,"",0,"valley",0
363,"5f5714975783961908276de3",3,"Control A","BELT","soon","Study2","U","JOL",3603,"5",1569,"",0,"soon",0
364,"5f5714975783961908276de3",3,"Control A","BRONZE","artery","Study2","U","JOL",5370,"15",4514,"artery",100,"artery",1
365,"5f5714975783961908276de3",3,"Control A","Business","death","Study2","U","JOL",7561,"10",8217,"death",100,"death",1
366,"5f5714975783961908276de3",3,"Control A","CAR","happy","Study2","U","JOL",6545,"30",2556,"",0,"happy",0
367,"5f5714975783961908276de3",3,"Control A","CLUTTER","pusher","Study2","U","JOL",2978,"0",1852,"",0,"pusher",0
368,"5f5714975783961908276de3",3,"Control A","DESIRE","noise","Study2","U","JOL",3781,"10",1282,"",0,"noise",0
369,"5f5714975783961908276de3",3,"Control A","DETECT","free","Study2","U","JOL",3516,"2",1143,"",0,"free",0
370,"5f5714975783961908276de3",3,"Control A","FLOAT","harmony","Study2","U","JOL",6809,"2",2474,"",0,"harmony",0
371,"5f5714975783961908276de3",3,"Control A","FLOOR","discover","Study2","U","JOL",4953,"10",1320,"",0,"discover",0
372,"5f5714975783961908276de3",3,"Control A","GUARD","wheel","Study2","U","JOL",4772,"2",2783,"",0,"wheel",0
373,"5f5714975783961908276de3",3,"Control A","HAND","fix","Study2","U","JOL",6590,"30",2301,"",0,"fix",0
374,"5f5714975783961908276de3",3,"Control A","HUNGRY","park","Study2","U","JOL",5786,"30",4081,"",0,"park",0
375,"5f5714975783961908276de3",3,"Control A","JELLY","naughty","Study2","U","JOL",3051,"5",1093,"",0,"naughty",0
376,"5f5714975783961908276de3",3,"Control A","LAKE","opinion","Study2","U","JOL",3752,"5",1904,"",0,"opinion",0
377,"5f5714975783961908276de3",3,"Control A","MUTE","wave","Study2","U","JOL",4428,"5",11030,"",0,"wave",0
378,"5f5714975783961908276de3",3,"Control A","MUTE","wave","Study2","U","JOL",7107,"5",5718,"",0,"wave",0
379,"5f5714975783961908276de3",3,"Control A","NULL","cough","Study2","U","JOL",3815,"5",5475,"",0,"cough",0
380,"5f5714975783961908276de3",3,"Control A","POSITION","machine","Study2","U","JOL",5171,"20",1609,"",0,"machine",0
381,"5f5714975783961908276de3",3,"Control A","PUFF","number","Study2","U","JOL",3651,"2",4708,"",0,"number",0
382,"5f5714975783961908276de3",3,"Control A","PUT","roll","Study2","U","JOL",3260,"5",1839,"",0,"roll",0
383,"5f5714975783961908276de3",3,"Control A","READY","corn","Study2","U","JOL",3442,"3",1602,"",0,"corn",0
384,"5f5714975783961908276de3",3,"Control A","RIDDLE","sugar","Study2","U","JOL",3897,"10",1445,"",0,"sugar",0
385,"5f5714975783961908276de3",3,"Control A","ROAD","scent","Study2","U","JOL",6902,"10",1713,"",0,"scent",0
386,"5f5714975783961908276de3",3,"Control A","SACKING","dietary","Study2","U","JOL",3784,"0",2616,"",0,"dietary",0
387,"5f5714975783961908276de3",3,"Control A","SICK","hide","Study2","U","JOL",7340,"20",2629,"",0,"hide",0
