Cue,Answer,Shuffle,Stimuli Notes,Value
CHOCOLATE,MALT,BUFFER2,Buffer,88
SPACE,MOON,BUFFER2,Buffer,89
STUFF,THING,BUFFER2,Buffer,90
POTATO,CARROT,BUFFER3,Buffer,91
STRING,NOODLE,BUFFER3,Buffer,92
FISH,SHRIMP,BUFFER3,Buffer,93
FROZEN,ICE,BUFFER3,Buffer,94
ADVENTURE,CAMP,BUFFER3,Buffer,95
LONG,EXTENSION,Study2,B,96
GAME,CLUE,Study2,B,97
PLANT,CACTUS,Study2,B,98
TIE,SHOELACE,Study2,B,99
MYSTERY,DETECTIVE,Study2,B,100
END,ADJOURN,Study2,B,101
DOG,FURRY,Study2,B,102
TRASH,LITTER,Study2,B,103
RED,CHERRY,Study2,B,104
HEAD,SCALP,Study2,B,105
CAR,DRIVER,Study2,B,106
CUT,CHOP,Study2,B,107
DONKEY,MULE,Study2,B,108
PAPER,DOCUMENT,Study2,B,109
SMELL,INCENSE,Study2,B,110
EAT,DINE,Study2,B,111
SCISSORS,SHEARS,Study2,B,112
FIGHT,FEUD,Study2,B,113
COLD,CHILL,Study2,B,114
LOVE,AFFECTION,Study2,B,115
FLIP,TURN,Study2,F,116
WINDSHIELD,CAR,Study2,F,117
VILLAIN,BAD,Study2,F,118
PENGUIN,BIRD,Study2,F,119
ACTRESS,STAR,Study2,F,120
THIMBLE,THREAD,Study2,F,121
REVENGE,EVEN,Study2,F,122
BALLOON,POP,Study2,F,123
STRAWBERRY,FRUIT,Study2,F,124
FAVORITE,BEST,Study2,F,125
PANTHER,CAT,Study2,F,126
BREAKABLE,GLASS,Study2,F,127
COFFIN,DEAD,Study2,F,128
AIRCRAFT,PLANE,Study2,F,129
SARDINE,FISH,Study2,F,130
LEAGUE,BASEBALL,Study2,F,131
BANKER,MONEY,Study2,F,132
TRUTHFUL,HONEST,Study2,F,133
NAP,SLEEP,Study2,F,134
BRAWL,FIGHT,Study2,F,135
SHAVE,RAZOR,Study2,S,136
EQUAL,RIGHTS,Study2,S,137
JAR,MASON,Study2,S,138
WAX,CANDLE,Study2,S,139
BRACELET,WRIST,Study2,S,140
CARBON,ELEMENT,Study2,S,141
AWAY,GONE,Study2,S,142
DRINK,WATER,Study2,S,143
GROUND,EARTH,Study2,S,144
LONELY,ALONE,Study2,S,145
WET,DRY,Study2,S,146
SEATBELT,SAFETY,Study2,S,147
LIE,TRUTH,Study2,S,148
COMMUNICATION,PHONE,Study2,S,149
REEL,ROD,Study2,S,150
TICK,FLEA,Study2,S,151
NOISE,LOUD,Study2,S,152
HAVE,OWN,Study2,S,153
TEMPER,TANTRUM,Study2,S,154
TAN,SUN,Study2,S,155
MAROON                   ,JUSTICE                  ,Study2,U,156
CLOTH,STRETCH,Study2,U,157
STEAK,GIVE,Study2,U,158
ELECTION,MAZE,Study2,U,159
CHARM,VEHICLE,Study2,U,160
OBTAIN,MEAT,Study2,U,161
ABLE,CRACKLE,Study2,U,162
SHAKE,SHELL,Study2,U,163
FICTION,LISTEN,Study2,U,164
JOKE,KEYS,Study2,U,165
CLOTHES,CAKE,Study2,U,166
HATE                     ,NAME                     ,Study2,U,167
BANG,FUZZY,Study2,U,168
CLEAR                    ,MOAT                     ,Study2,U,169
TOIL                     ,LEASE                    ,Study2,U,170
SIGN                     ,LOAN                     ,Study2,U,171
OUNCE                    ,BOTH                     ,Study2,U,172
MORNING,TEMPERATURE,Study2,U,173
CHILDREN,MIRROR,Study2,U,174
SCAR                     ,MAIN                     ,Study2,U,175
WEEKS,DAYS,BUFFER4,Buffer,176
YEAR,MONTH,BUFFER4,Buffer,177
SHED,TOOL,BUFFER4,Buffer,178
MARCH,SPRING,BUFFER4,Buffer,179
SPOOKY,OCTOBER,BUFFER4,Buffer,180
